"No.","Time","Source","Destination","Protocol","Length","Info"
"167","0.951129","10.0.0.169","74.125.196.99","TCP","1484","32864  >  443 [ACK] Seq=86400 Ack=1678 Win=19200 Len=1418 TSval=536859 TSecr=2990278735 [TCP segment of a reassembled PDU]"
"168","0.951215","10.0.0.169","74.125.196.99","TLSv1.3","113","Application Data"
"169","0.951398","10.0.0.169","74.125.196.99","TLSv1.3","99","Application Data"
"170","0.970304","74.125.196.99","10.0.0.169","TCP","66","443  >  32864 [ACK] Seq=1678 Ack=80634 Win=235264 Len=0 TSval=2990278868 TSecr=536859"
"171","0.970307","74.125.196.99","10.0.0.169","TCP","66","443  >  32864 [ACK] Seq=1678 Ack=82052 Win=238080 Len=0 TSval=2990278868 TSecr=536859"
"172","0.970309","74.125.196.99","10.0.0.169","TCP","66","443  >  32864 [ACK] Seq=1678 Ack=82099 Win=238080 Len=0 TSval=2990278868 TSecr=536859"
"173","0.970821","74.125.196.99","10.0.0.169","TCP","66","443  >  32864 [ACK] Seq=1678 Ack=83517 Win=240896 Len=0 TSval=2990278869 TSecr=536859"
"174","0.970932","74.125.196.99","10.0.0.169","TCP","66","443  >  32864 [ACK] Seq=1678 Ack=84935 Win=243712 Len=0 TSval=2990278869 TSecr=536859"
"175","0.970935","74.125.196.99","10.0.0.169","TCP","66","443  >  32864 [ACK] Seq=1678 Ack=84982 Win=243712 Len=0 TSval=2990278869 TSecr=536859"
"176","0.971385","74.125.196.99","10.0.0.169","TCP","66","443  >  32864 [ACK] Seq=1678 Ack=86400 Win=246784 Len=0 TSval=2990278869 TSecr=536859"
"177","0.971388","74.125.196.99","10.0.0.169","TCP","66","443  >  32864 [ACK] Seq=1678 Ack=87818 Win=249600 Len=0 TSval=2990278869 TSecr=536859"
"178","0.971390","74.125.196.99","10.0.0.169","TCP","66","443  >  32864 [ACK] Seq=1678 Ack=87898 Win=249600 Len=0 TSval=2990278869 TSecr=536859"
"179","1.068482","10.0.0.169","74.125.196.99","TLSv1.3","1325","Application Data"
"180","1.089003","74.125.196.99","10.0.0.169","TCP","66","443  >  32864 [ACK] Seq=1678 Ack=89157 Win=252416 Len=0 TSval=2990278987 TSecr=536871"
"181","1.196236","74.125.196.99","10.0.0.169","TLSv1.3","303","Application Data"
"182","1.197842","74.125.196.99","10.0.0.169","TLSv1.3","112","Application Data"
"183","1.201269","10.0.0.169","74.125.196.99","TCP","66","32864  >  443 [ACK] Seq=89157 Ack=1961 Win=20352 Len=0 TSval=536884 TSecr=2990279094"
"184","1.202190","10.0.0.169","74.125.196.99","TCP","1484","32864  >  443 [ACK] Seq=89157 Ack=1961 Win=20352 Len=1418 TSval=536884 TSecr=2990279094 [TCP segment of a reassembled PDU]"
"185","1.202888","10.0.0.169","74.125.196.99","TCP","1484","32864  >  443 [ACK] Seq=90575 Ack=1961 Win=20352 Len=1418 TSval=536884 TSecr=2990279094 [TCP segment of a reassembled PDU]"
"186","1.203129","10.0.0.169","74.125.196.99","TLSv1.3","113","Application Data"
"187","1.203488","10.0.0.169","74.125.196.99","TCP","1484","32864  >  443 [ACK] Seq=92040 Ack=1961 Win=20352 Len=1418 TSval=536884 TSecr=2990279094 [TCP segment of a reassembled PDU]"
"188","1.203914","10.0.0.169","74.125.196.99","TCP","1484","32864  >  443 [ACK] Seq=93458 Ack=1961 Win=20352 Len=1418 TSval=536884 TSecr=2990279094 [TCP segment of a reassembled PDU]"
"189","1.204002","10.0.0.169","74.125.196.99","TLSv1.3","113","Application Data"
"190","1.204429","10.0.0.169","74.125.196.99","TCP","1484","32864  >  443 [ACK] Seq=94923 Ack=1961 Win=20352 Len=1418 TSval=536884 TSecr=2990279094 [TCP segment of a reassembled PDU]"
"191","1.204516","10.0.0.169","74.125.196.99","TCP","1484","32864  >  443 [ACK] Seq=96341 Ack=1961 Win=20352 Len=1418 TSval=536884 TSecr=2990279094 [TCP segment of a reassembled PDU]"
"192","1.204627","10.0.0.169","74.125.196.99","TLSv1.3","113","Application Data"
"193","1.204749","10.0.0.169","74.125.196.99","TLSv1.3","99","Application Data"
"194","1.228037","74.125.196.99","10.0.0.169","TCP","66","443  >  32864 [ACK] Seq=1961 Ack=90575 Win=255232 Len=0 TSval=2990279126 TSecr=536884"
"195","1.228572","74.125.196.99","10.0.0.169","TCP","66","443  >  32864 [ACK] Seq=1961 Ack=91993 Win=258048 Len=0 TSval=2990279127 TSecr=536884"
"196","1.228697","74.125.196.99","10.0.0.169","TCP","66","443  >  32864 [ACK] Seq=1961 Ack=92040 Win=258048 Len=0 TSval=2990279127 TSecr=536884"
"197","1.229042","74.125.196.99","10.0.0.169","TCP","66","443  >  32864 [ACK] Seq=1961 Ack=93458 Win=260864 Len=0 TSval=2990279127 TSecr=536884"
"198","1.229166","74.125.196.99","10.0.0.169","TCP","66","443  >  32864 [ACK] Seq=1961 Ack=94876 Win=263680 Len=0 TSval=2990279127 TSecr=536884"
"199","1.229168","74.125.196.99","10.0.0.169","TCP","66","443  >  32864 [ACK] Seq=1961 Ack=94923 Win=263680 Len=0 TSval=2990279127 TSecr=536884"
"200","1.229469","74.125.196.99","10.0.0.169","TCP","66","443  >  32864 [ACK] Seq=1961 Ack=96341 Win=266496 Len=0 TSval=2990279127 TSecr=536884"
"201","1.229641","74.125.196.99","10.0.0.169","TCP","66","443  >  32864 [ACK] Seq=1961 Ack=97839 Win=266496 Len=0 TSval=2990279127 TSecr=536884"
"202","1.324460","10.0.0.169","74.125.196.99","TCP","1484","32864  >  443 [ACK] Seq=97839 Ack=1961 Win=20352 Len=1418 TSval=536896 TSecr=2990279127 [TCP segment of a reassembled PDU]"
"203","1.324984","10.0.0.169","74.125.196.99","TLSv1.3","968","Application Data"
"204","1.344571","74.125.196.99","10.0.0.169","TCP","66","443  >  32864 [ACK] Seq=1961 Ack=99257 Win=267520 Len=0 TSval=2990279243 TSecr=536896"
"205","1.345115","74.125.196.99","10.0.0.169","TCP","66","443  >  32864 [ACK] Seq=1961 Ack=100159 Win=267520 Len=0 TSval=2990279243 TSecr=536896"
"206","1.386155","74.125.196.99","10.0.0.169","TLSv1.3","175","Application Data"
"207","1.386595","74.125.196.99","10.0.0.169","TLSv1.3","118","Application Data"
"208","1.388282","10.0.0.169","74.125.196.99","TCP","66","32864  >  443 [ACK] Seq=100159 Ack=2122 Win=20352 Len=0 TSval=536903 TSecr=2990279284"
"209","1.408701","74.125.196.99","10.0.0.169","TLSv1.3","156","Application Data"
"210","1.408870","74.125.196.99","10.0.0.169","TLSv1.3","114","Application Data"
"211","1.410252","10.0.0.169","74.125.196.99","TCP","66","32864  >  443 [ACK] Seq=100159 Ack=2260 Win=20352 Len=0 TSval=536905 TSecr=2990279307"
"212","1.411634","74.125.196.99","10.0.0.169","TLSv1.3","157","Application Data"
"213","1.411636","74.125.196.99","10.0.0.169","TLSv1.3","117","Application Data"
"214","1.413496","10.0.0.169","74.125.196.99","TCP","66","32864  >  443 [ACK] Seq=100159 Ack=2402 Win=20352 Len=0 TSval=536905 TSecr=2990279309"
"215","1.448414","74.125.196.99","10.0.0.169","TLSv1.3","228","Application Data"
"216","1.448594","74.125.196.99","10.0.0.169","TLSv1.3","108","Application Data"
"217","1.450094","10.0.0.169","74.125.196.99","TCP","66","32864  >  443 [ACK] Seq=100159 Ack=2606 Win=21504 Len=0 TSval=536909 TSecr=2990279346"
"218","1.460001","10.0.0.169","74.125.196.99","TCP","1484","32864  >  443 [ACK] Seq=100159 Ack=2606 Win=21504 Len=1418 TSval=536910 TSecr=2990279346 [TCP segment of a reassembled PDU]"
"219","1.460466","10.0.0.169","74.125.196.99","TCP","1484","32864  >  443 [ACK] Seq=101577 Ack=2606 Win=21504 Len=1418 TSval=536910 TSecr=2990279346 [TCP segment of a reassembled PDU]"
"220","1.460849","10.0.0.169","74.125.196.99","TLSv1.3","113","Application Data"
"221","1.461280","10.0.0.169","74.125.196.99","TCP","1484","32864  >  443 [ACK] Seq=103042 Ack=2606 Win=21504 Len=1418 TSval=536910 TSecr=2990279346 [TCP segment of a reassembled PDU]"
"222","1.461754","10.0.0.169","74.125.196.99","TCP","1484","32864  >  443 [ACK] Seq=104460 Ack=2606 Win=21504 Len=1418 TSval=536910 TSecr=2990279346 [TCP segment of a reassembled PDU]"
"223","1.461842","10.0.0.169","74.125.196.99","TLSv1.3","113","Application Data"
"224","1.462115","10.0.0.169","74.125.196.99","TCP","1484","32864  >  443 [ACK] Seq=105925 Ack=2606 Win=21504 Len=1418 TSval=536910 TSecr=2990279346 [TCP segment of a reassembled PDU]"
"225","1.462493","10.0.0.169","74.125.196.99","TCP","1484","32864  >  443 [ACK] Seq=107343 Ack=2606 Win=21504 Len=1418 TSval=536910 TSecr=2990279346 [TCP segment of a reassembled PDU]"
"226","1.462577","10.0.0.169","74.125.196.99","TLSv1.3","113","Application Data"
"227","1.462763","10.0.0.169","74.125.196.99","TLSv1.3","99","Application Data"
"228","1.486416","74.125.196.99","10.0.0.169","TCP","66","443  >  32864 [ACK] Seq=2606 Ack=101577 Win=267520 Len=0 TSval=2990279384 TSecr=536910"
"229","1.488239","74.125.196.99","10.0.0.169","TCP","66","443  >  32864 [ACK] Seq=2606 Ack=103042 Win=267520 Len=0 TSval=2990279386 TSecr=536910"
"230","1.488940","74.125.196.99","10.0.0.169","TCP","66","443  >  32864 [ACK] Seq=2606 Ack=105878 Win=267520 Len=0 TSval=2990279387 TSecr=536910"
"231","1.488942","74.125.196.99","10.0.0.169","TCP","66","443  >  32864 [ACK] Seq=2606 Ack=105925 Win=267520 Len=0 TSval=2990279387 TSecr=536910"
"232","1.489387","74.125.196.99","10.0.0.169","TCP","66","443  >  32864 [ACK] Seq=2606 Ack=108761 Win=267520 Len=0 TSval=2990279387 TSecr=536910"
"233","1.489493","74.125.196.99","10.0.0.169","TCP","66","443  >  32864 [ACK] Seq=2606 Ack=108841 Win=267520 Len=0 TSval=2990279387 TSecr=536910"
"234","1.555804","74.125.196.99","10.0.0.169","TLSv1.3","120","Application Data"
"235","1.580676","10.0.0.169","74.125.196.99","TCP","1484","32864  >  443 [ACK] Seq=108841 Ack=2660 Win=21504 Len=1418 TSval=536922 TSecr=2990279453 [TCP segment of a reassembled PDU]"
"236","1.581985","10.0.0.169","74.125.196.99","TLSv1.3","588","Application Data"
"237","1.600243","74.125.196.99","10.0.0.169","TCP","66","443  >  32864 [ACK] Seq=2660 Ack=110781 Win=267520 Len=0 TSval=2990279498 TSecr=536922"
"238","1.636269","74.125.196.99","10.0.0.169","TLSv1.3","157","Application Data"
"239","1.636397","74.125.196.99","10.0.0.169","TLSv1.3","117","Application Data"
"240","1.638180","10.0.0.169","74.125.196.99","TCP","66","32864  >  443 [ACK] Seq=110781 Ack=2802 Win=21504 Len=0 TSval=536928 TSecr=2990279534"
"241","1.712826","10.0.0.169","74.125.196.99","TCP","1484","32864  >  443 [ACK] Seq=110781 Ack=2802 Win=21504 Len=1418 TSval=536935 TSecr=2990279534 [TCP segment of a reassembled PDU]"
"242","1.713323","10.0.0.169","74.125.196.99","TCP","1484","32864  >  443 [ACK] Seq=112199 Ack=2802 Win=21504 Len=1418 TSval=536935 TSecr=2990279534 [TCP segment of a reassembled PDU]"
"243","1.713409","10.0.0.169","74.125.196.99","TLSv1.3","113","Application Data"
"244","1.713798","10.0.0.169","74.125.196.99","TCP","1484","32864  >  443 [ACK] Seq=113664 Ack=2802 Win=21504 Len=1418 TSval=536935 TSecr=2990279534 [TCP segment of a reassembled PDU]"
"245","1.714419","10.0.0.169","74.125.196.99","TCP","1484","32864  >  443 [ACK] Seq=115082 Ack=2802 Win=21504 Len=1418 TSval=536935 TSecr=2990279534 [TCP segment of a reassembled PDU]"
"246","1.714508","10.0.0.169","74.125.196.99","TLSv1.3","113","Application Data"
"247","1.714915","10.0.0.169","74.125.196.99","TCP","1484","32864  >  443 [ACK] Seq=116547 Ack=2802 Win=21504 Len=1418 TSval=536935 TSecr=2990279534 [TCP segment of a reassembled PDU]"
"248","1.715002","10.0.0.169","74.125.196.99","TCP","1484","32864  >  443 [ACK] Seq=117965 Ack=2802 Win=21504 Len=1418 TSval=536935 TSecr=2990279534 [TCP segment of a reassembled PDU]"
"249","1.715087","10.0.0.169","74.125.196.99","TLSv1.3","113","Application Data"
"250","1.715283","10.0.0.169","74.125.196.99","TLSv1.3","99","Application Data"
"251","1.738037","74.125.196.99","10.0.0.169","TCP","66","443  >  32864 [ACK] Seq=2802 Ack=113617 Win=267520 Len=0 TSval=2990279636 TSecr=536935"
"252","1.738540","74.125.196.99","10.0.0.169","TCP","66","443  >  32864 [ACK] Seq=2802 Ack=115082 Win=267520 Len=0 TSval=2990279637 TSecr=536935"
"253","1.738543","74.125.196.99","10.0.0.169","TCP","66","443  >  32864 [ACK] Seq=2802 Ack=116547 Win=266240 Len=0 TSval=2990279637 TSecr=536935"
"254","1.739384","74.125.196.99","10.0.0.169","TCP","66","443  >  32864 [ACK] Seq=2802 Ack=119383 Win=267520 Len=0 TSval=2990279637 TSecr=536935"
"255","1.739494","74.125.196.99","10.0.0.169","TCP","66","443  >  32864 [ACK] Seq=2802 Ack=119463 Win=267520 Len=0 TSval=2990279637 TSecr=536935"
"256","1.836038","10.0.0.169","74.125.196.99","TLSv1.3","603","Application Data"
"257","1.859456","74.125.196.99","10.0.0.169","TCP","66","443  >  32864 [ACK] Seq=2802 Ack=120000 Win=267520 Len=0 TSval=2990279757 TSecr=536948"
"258","1.893348","74.125.196.99","10.0.0.169","TLSv1.3","160","Application Data"
"259","1.893350","74.125.196.99","10.0.0.169","TLSv1.3","120","Application Data"
"260","1.895332","10.0.0.169","74.125.196.99","TCP","66","32864  >  443 [ACK] Seq=120000 Ack=2950 Win=21504 Len=0 TSval=536954 TSecr=2990279791"
"261","1.921073","74.125.196.99","10.0.0.169","TLSv1.3","293","Application Data"
"262","1.921291","74.125.196.99","10.0.0.169","TLSv1.3","108","Application Data"
"263","1.922676","10.0.0.169","74.125.196.99","TCP","66","32864  >  443 [ACK] Seq=120000 Ack=3219 Win=22656 Len=0 TSval=536956 TSecr=2990279819"
"264","1.972056","10.0.0.169","74.125.196.99","TCP","1484","32864  >  443 [ACK] Seq=120000 Ack=3219 Win=22656 Len=1418 TSval=536961 TSecr=2990279819 [TCP segment of a reassembled PDU]"
"265","1.973084","10.0.0.169","74.125.196.99","TCP","1484","32864  >  443 [ACK] Seq=121418 Ack=3219 Win=22656 Len=1418 TSval=536961 TSecr=2990279819 [TCP segment of a reassembled PDU]"
"266","1.973456","10.0.0.169","74.125.196.99","TLSv1.3","113","Application Data"
"267","1.973911","10.0.0.169","74.125.196.99","TCP","1484","32864  >  443 [ACK] Seq=122883 Ack=3219 Win=22656 Len=1418 TSval=536961 TSecr=2990279819 [TCP segment of a reassembled PDU]"
"268","1.974346","10.0.0.169","74.125.196.99","TCP","1484","32864  >  443 [ACK] Seq=124301 Ack=3219 Win=22656 Len=1418 TSval=536961 TSecr=2990279819 [TCP segment of a reassembled PDU]"
"269","1.974542","10.0.0.169","74.125.196.99","TLSv1.3","113","Application Data"
"270","1.974819","10.0.0.169","74.125.196.99","TCP","1484","32864  >  443 [ACK] Seq=125766 Ack=3219 Win=22656 Len=1418 TSval=536961 TSecr=2990279819 [TCP segment of a reassembled PDU]"
"271","1.975142","10.0.0.169","74.125.196.99","TCP","1484","32864  >  443 [ACK] Seq=127184 Ack=3219 Win=22656 Len=1418 TSval=536961 TSecr=2990279819 [TCP segment of a reassembled PDU]"
"272","1.975228","10.0.0.169","74.125.196.99","TLSv1.3","113","Application Data"
"273","1.975425","10.0.0.169","74.125.196.99","TLSv1.3","99","Application Data"
"274","1.992611","74.125.196.99","10.0.0.169","TCP","66","443  >  32864 [ACK] Seq=3219 Ack=122836 Win=267520 Len=0 TSval=2990279891 TSecr=536961"
"275","1.992958","74.125.196.99","10.0.0.169","TCP","66","443  >  32864 [ACK] Seq=3219 Ack=124301 Win=267520 Len=0 TSval=2990279891 TSecr=536961"
"276","1.997994","74.125.196.99","10.0.0.169","TCP","66","443  >  32864 [ACK] Seq=3219 Ack=125766 Win=267520 Len=0 TSval=2990279896 TSecr=536961"
"277","1.999453","74.125.196.99","10.0.0.169","TCP","66","443  >  32864 [ACK] Seq=3219 Ack=128602 Win=267520 Len=0 TSval=2990279897 TSecr=536961"
"278","1.999560","74.125.196.99","10.0.0.169","TCP","66","443  >  32864 [ACK] Seq=3219 Ack=128682 Win=267520 Len=0 TSval=2990279897 TSecr=536961"
"279","2.093254","10.0.0.169","74.125.196.99","TLSv1.3","267","Application Data"
"280","2.113969","10.0.0.169","216.58.193.170","TCP","66","46792  >  443 [ACK] Seq=1 Ack=1 Win=450 Len=0 TSval=536976 TSecr=3454762218"
"281","2.117860","74.125.196.99","10.0.0.169","TCP","66","443  >  32864 [ACK] Seq=3219 Ack=128883 Win=267520 Len=0 TSval=2990280015 TSecr=536973"
"282","2.137757","216.58.193.170","10.0.0.169","TCP","66","[TCP ACKed unseen segment] 443  >  46792 [ACK] Seq=1 Ack=2 Win=255 Len=0 TSval=3454807258 TSecr=527970"
"283","2.138086","74.125.196.99","10.0.0.169","TLSv1.3","143","Application Data"
"284","2.138806","74.125.196.99","10.0.0.169","TLSv1.3","114","Application Data"
"285","2.140051","10.0.0.169","74.125.196.99","TCP","66","32864  >  443 [ACK] Seq=128883 Ack=3344 Win=22656 Len=0 TSval=536978 TSecr=2990280036"
"286","2.152686","74.125.196.99","10.0.0.169","TLSv1.3","135","Application Data"
"287","2.152825","74.125.196.99","10.0.0.169","TLSv1.3","111","Application Data"
"288","2.154674","10.0.0.169","74.125.196.99","TCP","66","32864  >  443 [ACK] Seq=128883 Ack=3458 Win=22656 Len=0 TSval=536980 TSecr=2990280051"
"289","2.226812","10.0.0.169","74.125.196.99","TCP","1484","32864  >  443 [ACK] Seq=128883 Ack=3458 Win=22656 Len=1418 TSval=536987 TSecr=2990280051 [TCP segment of a reassembled PDU]"
"290","2.227442","10.0.0.169","74.125.196.99","TCP","1484","32864  >  443 [ACK] Seq=130301 Ack=3458 Win=22656 Len=1418 TSval=536987 TSecr=2990280051 [TCP segment of a reassembled PDU]"
"291","2.227533","10.0.0.169","74.125.196.99","TLSv1.3","113","Application Data"
"292","2.227950","10.0.0.169","74.125.196.99","TCP","1484","32864  >  443 [ACK] Seq=131766 Ack=3458 Win=22656 Len=1418 TSval=536987 TSecr=2990280051 [TCP segment of a reassembled PDU]"
"293","2.228036","10.0.0.169","74.125.196.99","TLSv1.3","106","Application Data"
"294","2.228116","10.0.0.169","74.125.196.99","TCP","1484","32864  >  443 [ACK] Seq=133224 Ack=3458 Win=22656 Len=1418 TSval=536987 TSecr=2990280051 [TCP segment of a reassembled PDU]"
"295","2.228437","10.0.0.169","74.125.196.99","TCP","1484","32864  >  443 [ACK] Seq=134642 Ack=3458 Win=22656 Len=1418 TSval=536987 TSecr=2990280051 [TCP segment of a reassembled PDU]"
"296","2.228521","10.0.0.169","74.125.196.99","TLSv1.3","113","Application Data"
"297","2.228853","10.0.0.169","74.125.196.99","TCP","1484","32864  >  443 [ACK] Seq=136107 Ack=3458 Win=22656 Len=1418 TSval=536987 TSecr=2990280051 [TCP segment of a reassembled PDU]"
"298","2.228937","10.0.0.169","74.125.196.99","TLSv1.3","106","Application Data"
"299","2.247407","74.125.196.99","10.0.0.169","TCP","66","443  >  32864 [ACK] Seq=3458 Ack=131719 Win=267520 Len=0 TSval=2990280145 TSecr=536987"
"300","2.247409","74.125.196.99","10.0.0.169","TCP","66","443  >  32864 [ACK] Seq=3458 Ack=133224 Win=266240 Len=0 TSval=2990280145 TSecr=536987"
"301","2.254878","74.125.196.99","10.0.0.169","TCP","66","443  >  32864 [ACK] Seq=3458 Ack=136060 Win=267520 Len=0 TSval=2990280153 TSecr=536987"
"302","2.255228","74.125.196.99","10.0.0.169","TCP","66","443  >  32864 [ACK] Seq=3458 Ack=137525 Win=267520 Len=0 TSval=2990280153 TSecr=536987"
"303","2.259479","74.125.196.99","10.0.0.169","TCP","66","443  >  32864 [ACK] Seq=3458 Ack=137565 Win=267520 Len=0 TSval=2990280158 TSecr=536987"
"304","2.347059","10.0.0.169","74.125.196.99","TLSv1.3","376","Application Data"
"305","2.369089","74.125.196.99","10.0.0.169","TCP","66","443  >  32864 [ACK] Seq=3458 Ack=137875 Win=267520 Len=0 TSval=2990280267 TSecr=536999"
"306","2.481903","10.0.0.169","74.125.196.99","TCP","1484","32864  >  443 [ACK] Seq=137875 Ack=3458 Win=22656 Len=1418 TSval=537012 TSecr=2990280267 [TCP segment of a reassembled PDU]"
"307","2.482565","10.0.0.169","74.125.196.99","TCP","1484","32864  >  443 [ACK] Seq=139293 Ack=3458 Win=22656 Len=1418 TSval=537012 TSecr=2990280267 [TCP segment of a reassembled PDU]"
"308","2.482654","10.0.0.169","74.125.196.99","TLSv1.3","113","Application Data"
"309","2.483198","10.0.0.169","74.125.196.99","TCP","1484","32864  >  443 [ACK] Seq=140758 Ack=3458 Win=22656 Len=1418 TSval=537012 TSecr=2990280267 [TCP segment of a reassembled PDU]"
"310","2.483287","10.0.0.169","74.125.196.99","TCP","1484","32864  >  443 [ACK] Seq=142176 Ack=3458 Win=22656 Len=1418 TSval=537012 TSecr=2990280267 [TCP segment of a reassembled PDU]"
"311","2.483374","10.0.0.169","74.125.196.99","TLSv1.3","113","Application Data"
"312","2.483771","10.0.0.169","74.125.196.99","TCP","1484","32864  >  443 [ACK] Seq=143641 Ack=3458 Win=22656 Len=1418 TSval=537012 TSecr=2990280267 [TCP segment of a reassembled PDU]"
"313","2.483858","10.0.0.169","74.125.196.99","TCP","1484","32864  >  443 [ACK] Seq=145059 Ack=3458 Win=22656 Len=1418 TSval=537012 TSecr=2990280267 [TCP segment of a reassembled PDU]"
"314","2.483943","10.0.0.169","74.125.196.99","TLSv1.3","113","Application Data"
"315","2.484139","10.0.0.169","74.125.196.99","TLSv1.3","99","Application Data"
"316","2.506361","74.125.196.99","10.0.0.169","TCP","66","443  >  32864 [ACK] Seq=3458 Ack=140711 Win=267520 Len=0 TSval=2990280404 TSecr=537012"
"317","2.506363","74.125.196.99","10.0.0.169","TCP","66","443  >  32864 [ACK] Seq=3458 Ack=140758 Win=267520 Len=0 TSval=2990280404 TSecr=537012"
"318","2.507230","74.125.196.99","10.0.0.169","TCP","66","443  >  32864 [ACK] Seq=3458 Ack=143594 Win=267520 Len=0 TSval=2990280405 TSecr=537012"
"319","2.507232","74.125.196.99","10.0.0.169","TCP","66","443  >  32864 [ACK] Seq=3458 Ack=143641 Win=267520 Len=0 TSval=2990280405 TSecr=537012"
